STARTSTATIONNAME,STARTSTATIONARRONDISSEMENT,STARTSTATIONLATITUDE,STARTSTATIONLONGITUDE,ENDSTATIONNAME,ENDSTATIONARRONDISSEMENT,ENDSTATIONLATITUDE,ENDSTATIONLONGITUDE,STARTTIMEMS,ENDTIMEMS
Parc St-Laurent (Dutrisac),Saint-Laurent,45.5259138,-73.6891115,Parc St-Laurent (Dutrisac),Saint-Laurent,45.5259138,-73.6891115,1653344381903,1653346195227
Cartier / Masson,Le Plateau-Mont-Royal,45.538021,-73.583524,Métro Laurier (Berri / St-Joseph),Le Plateau-Mont-Royal,45.527231,-73.586726,1653344390506,1653344717893
Parc Olympique (Pie-IX / Sherbrooke),Mercier - Hochelaga-Maisonneuve,45.5548245,-73.5537028,Molson / William-Tremblay,Rosemont - La Petite-Patrie,45.5415485,-73.5650124,1653344384203,1653345042622
Pratt / Bates,Outremont,45.5169478,-73.6263156,St-Catherine / St-Laurent,Ville-Marie,45.5099315,-73.5638067,1653344385907,1653345863763
St-André / Cherrier,Le Plateau-Mont-Royal,45.520524,-73.567697,St-Hubert /de Maisonneuve,Ville-Marie,45.5161321,-73.5604969,1653344391312,1653344582984
de la Commune / Berri,Ville-Marie,45.51086,-73.54983,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1653344392294,1653344611432
Cartier / Masson,Le Plateau-Mont-Royal,45.538021,-73.583524,Métro Laurier (Berri / St-Joseph),Le Plateau-Mont-Royal,45.527231,-73.586726,1653344396584,1653344720677
Métro Monk (Allard / Beaulieu),Le Sud-Ouest,45.450851,-73.594027,Métro Monk (Allard / Beaulieu),Le Sud-Ouest,45.450851,-73.594027,1653344404470,1653346125948
Marquette / Laurier,Le Plateau-Mont-Royal,45.53543,-73.5822,Roy / St-André,Le Plateau-Mont-Royal,45.521564,-73.570367,1653344395544,1653345615134
University / Prince-Arthur,Le Plateau-Mont-Royal,45.507402,-73.578444,Laval / Rachel,Le Plateau-Mont-Royal,45.520179,-73.579424,1653344397483,1653345153771
de Bordeaux / Marie-Anne,Le Plateau-Mont-Royal,45.533409,-73.570657,Marquette / Rachel,Le Plateau-Mont-Royal,45.529802,-73.57029,1653344397952,1653344534555
Chomedey / de Maisonneuve,Ville-Marie,45.4918,-73.584006,Aylmer / Prince-Arthur,Le Plateau-Mont-Royal,45.508567,-73.577698,1653344399409,1653344957422
de Lanaudière / du Mont-Royal,Le Plateau-Mont-Royal,45.5302211,-73.5769965,Laval / du Mont-Royal,Le Plateau-Mont-Royal,45.522365,-73.584146,1653344403415,1653344711954
Aylmer / Sherbrooke,Le Plateau-Mont-Royal,45.506587,-73.573299,St-Dominique / du Mont-Royal,Le Plateau-Mont-Royal,45.5205595,-73.5858203,1653344400762,1653345404738
Pratt / Bates,Outremont,45.5169478,-73.6263156,St-Catherine / St-Laurent,Ville-Marie,45.5099315,-73.5638067,1653344396784,1653345862237
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,Prince-Arthur / St-Urbain,Le Plateau-Mont-Royal,45.512587,-73.573739,1653344406853,1653344740156
Laval / Duluth,Le Plateau-Mont-Royal,45.519216,-73.57718,Clark / Ontario,Ville-Marie,45.5106246,-73.5669033,1653344408578,1653344928782
St-Dominique / Rachel,Le Plateau-Mont-Royal,45.518593,-73.581566,Chomedey / de Maisonneuve,Ville-Marie,45.4918,-73.584006,1653344407754,1653345591364
St-Alexandre / Ste-Catherine,Ville-Marie,45.505359,-73.567741,Aylmer / Prince-Arthur,Le Plateau-Mont-Royal,45.508567,-73.577698,1653344414151,1653344731643
St-Dominique / Gounod,Villeray - Saint-Michel - Parc-Extension,45.538738,-73.628022,Marché Jean-Talon (Casgrain / Shamrock),Rosemont - La Petite-Patrie,45.5351901,-73.6154822,1653344413610,1653345380247
Richardson / de Montmorency,Le Sud-Ouest,45.48498,-73.560333,Parc Jeanne-Mance (du Mont-Royal / du Parc),Le Plateau-Mont-Royal,45.517,-73.589,1653344420198,1653345954994
de Chambly / Rachel,Rosemont - La Petite-Patrie,45.549911,-73.558263,Métro Mont-Royal (Rivard / du Mont-Royal),Le Plateau-Mont-Royal,45.524673,-73.58255,1653344416843,1653345390031
du Parc-La Fontaine / Duluth,Le Plateau-Mont-Royal,45.524518,-73.571977,Drolet / Marie-Anne,Le Plateau-Mont-Royal,45.5224026,-73.5811767,1653344419312,1653345291319
Querbes / Laurier,Outremont,45.51754,-73.597832,Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,1653344421173,1653344799210
Aylwin / Ontario,Mercier - Hochelaga-Maisonneuve,45.544284,-73.54534,Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance),Ville-Marie,45.5082046,-73.5688144,1653344423144,1653345633868
Vallières / St-Laurent,Le Plateau-Mont-Royal,45.518967,-73.583616,St-Dominique / Jean-Talon,Villeray - Saint-Michel - Parc-Extension,45.535248,-73.617564,1653344424412,1653345303411
de Brébeuf / du Mont-Royal,Le Plateau-Mont-Royal,45.529408,-73.578154,Bordeaux / Sherbrooke,Ville-Marie,45.529971,-73.563053,1653344423364,1653344773127
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,1653344424940,1653345067900
Métro Lasalle (de Rushbrooke / Caisse),Verdun,45.470696,-73.565422,Gordon / Wellington,Verdun,45.461078,-73.567307,1653344426468,1653346535547
Métro Joliette  (Joliette / Hochelaga),Mercier - Hochelaga-Maisonneuve,45.546907,-73.551557,des Érables / Rachel,Le Plateau-Mont-Royal,45.533547,-73.566867,1653344427785,1653345428793
du Mont-Royal / Augustin-Frigon,Rosemont - La Petite-Patrie,45.543763,-73.56772,du Mont-Royal / Augustin-Frigon,Rosemont - La Petite-Patrie,45.543763,-73.56772,1653344428006,1653344836497
Durocher / Sherbrooke,Le Plateau-Mont-Royal,45.5070762,-73.5722852,McTavish / Sherbrooke,Ville-Marie,45.502813,-73.576024,1653344431376,1653344726529
Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,Parc Georges St-Pierre (Oxford / Upper Lachine),Côte-des-Neiges - Notre-Dame-de-Grâce,45.4689119,-73.6095089,1653344430180,1653345054381
Clark / Rachel,Le Plateau-Mont-Royal,45.517354,-73.582129,du Mont-Royal / Clark,Le Plateau-Mont-Royal,45.51941,-73.58685,1653344429573,1653344749263
Quai de la navette fluviale,Ville-Marie,45.513741,-73.538382,Fabre / St-Zotique,Rosemont - La Petite-Patrie,45.543452,-73.60101,1653344431142,1653346912354
Aylmer / Ste-Catherine,Ville-Marie,45.5043468,-73.5689485,St-Catherine / St-Laurent,Ville-Marie,45.5099315,-73.5638067,1653344434668,1653344781047
de la Côte St-Paul / St-Ambroise,Le Sud-Ouest,45.4676657,-73.5939178,Hamilton / Jolicoeur,Le Sud-Ouest,45.456355,-73.597557,1653344434018,1653344708161
St-Dominique / Rachel,Le Plateau-Mont-Royal,45.518593,-73.581566,St-Dominique / Napoléon,Le Plateau-Mont-Royal,45.5166644,-73.5772204,1653344434599,1653344527422
de Lanaudière / du Mont-Royal,Le Plateau-Mont-Royal,45.5302211,-73.5769965,Resther / du Mont-Royal,Le Plateau-Mont-Royal,45.525628,-73.581775,1653344434940,1653344642723
Parc du Pélican (1ère avenue / Masson),Rosemont - La Petite-Patrie,45.5451997,-73.5764507,Marquette / Laurier,Le Plateau-Mont-Royal,45.53543,-73.5822,1653344438003,1653344898838
Parc Olympique (Pie-IX / Sherbrooke),Mercier - Hochelaga-Maisonneuve,45.5548245,-73.5537028,Ontario / Sicard,Mercier - Hochelaga-Maisonneuve,45.556262,-73.537441,1653344434052,1653345625331
Métro Viau (Pierre-de-Coubertin / Viau),Mercier - Hochelaga-Maisonneuve,45.561783,-73.546611,Ontario / Viau,Mercier - Hochelaga-Maisonneuve,45.559482,-73.535496,1653344442379,1653344721202
Bernard / Jeanne-Mance,Le Plateau-Mont-Royal,45.524287,-73.604973,Gary-Carter / St-Laurent,Villeray - Saint-Michel - Parc-Extension,45.5359,-73.622443,1653344440819,1653345033865
de la Commune / King,Ville-Marie,45.497515,-73.552571,La Ronde,Ville-Marie,45.521565,-73.535332,1653344440807,1653346364297
Métro Sherbrooke (de Rigaud / St-Denis),Le Plateau-Mont-Royal,45.5179989,-73.5681841,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),Rosemont - La Petite-Patrie,45.551584,-73.561916,1653344442366,1653346241965
Métro Sherbrooke (de Rigaud / St-Denis),Le Plateau-Mont-Royal,45.5179989,-73.5681841,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),Rosemont - La Petite-Patrie,45.551584,-73.561916,1653344443156,1653346227357
Durocher / Sherbrooke,Le Plateau-Mont-Royal,45.5070762,-73.5722852,McTavish / Sherbrooke,Ville-Marie,45.502813,-73.576024,1653344447527,1653344751764
Métro de l'Église (Ross / de l'Église),Verdun,45.462726,-73.565959,Parc des Rapides (LaSalle / 6e avenue),LaSalle,45.429471,-73.593099,1653344446215,1653346258305
Gilford / de Lanaudière,Le Plateau-Mont-Royal,45.532008,-73.580444,Marie-Anne / St-Hubert,Le Plateau-Mont-Royal,45.524683,-73.578897,1653344450240,1653344812450
Laval / Duluth,Le Plateau-Mont-Royal,45.519216,-73.57718,Clark / Ontario,Ville-Marie,45.5106246,-73.5669033,1653344450196,1653344920071
Earnscliffe / Queen-Mary,Côte-des-Neiges - Notre-Dame-de-Grâce,45.4818451,-73.6303738,Parc Benny (Benny / de Monkland),Côte-des-Neiges - Notre-Dame-de-Grâce,45.4669357,-73.6315311,1653344452836,1653345394413
St-Dominique / Rachel,Le Plateau-Mont-Royal,45.518593,-73.581566,Metcalfe / St-Catherine,Ville-Marie,45.500832,-73.572459,1653344452920,1653345359289
3e avenue / Holt,Rosemont - La Petite-Patrie,45.5480035,-73.5813899,1ère avenue / Rosemont,Rosemont - La Petite-Patrie,45.5478,-73.584867,1653344451574,1653345660882
Ernest-Gendreau / du Mont-Royal,Rosemont - La Petite-Patrie,45.549714,-73.563848,St-Urbain / René-Lévesque,Ville-Marie,45.507838,-73.563136,1653344452241,1653345336091
Jeanne-Mance / St-Viateur,Le Plateau-Mont-Royal,45.523027,-73.60184,Bloomfield / Bernard,Outremont,45.520688,-73.608428,1653344456534,1653344726333
William / St-Henri,Ville-Marie,45.498919,-73.557254,de la Commune / King,Ville-Marie,45.497515,-73.552571,1653344457820,1653344612882
Notre-Dame / Jean-d'Estrées,Ville-Marie,45.4942598,-73.5638181,Notre-Dame / Jean-d'Estrées,Ville-Marie,45.4942598,-73.5638181,1653344458792,1653344794123
Fullum / Marie-Anne,Le Plateau-Mont-Royal,45.5365054,-73.5680392,Rivard / Rachel,Le Plateau-Mont-Royal,45.522278,-73.577591,1653344461037,1653345072389
10e avenue / Holt,Rosemont - La Petite-Patrie,45.5519116,-73.5792112,Marquette / Laurier,Le Plateau-Mont-Royal,45.53543,-73.5822,1653344467086,1653344891707
St-Dominique / Gounod,Villeray - Saint-Michel - Parc-Extension,45.538738,-73.628022,Boyer / Jean-Talon,Rosemont - La Petite-Patrie,45.541586,-73.612481,1653344464981,1653345063106
Métro Mont-Royal (Rivard / du Mont-Royal),Le Plateau-Mont-Royal,45.524673,-73.58255,Parc Jeanne-Mance (du Mont-Royal / du Parc),Le Plateau-Mont-Royal,45.517,-73.589,1653344485194,1653344834170
St-Urbain / Beaubien,Rosemont - La Petite-Patrie,45.52951,-73.61068,Parc Ludger-Duvernay (St-André / St-Hubert),Le Plateau-Mont-Royal,45.5314746,-73.5924205,1653344477325,1653345007446
Milton / Durocher,Le Plateau-Mont-Royal,45.508141,-73.57493,Roy / St-Laurent,Le Plateau-Mont-Royal,45.515616,-73.575808,1653344489990,1653344739944
Bélanger / St-Denis,Rosemont - La Petite-Patrie,45.53696,-73.61199,Louis-Hémon / Jean-Talon,Villeray - Saint-Michel - Parc-Extension,45.5517743,-73.6034784,1653344478979,1653345032252
Fullum / Marie-Anne,Le Plateau-Mont-Royal,45.5365054,-73.5680392,Rivard / Rachel,Le Plateau-Mont-Royal,45.522278,-73.577591,1653344479751,1653345063006
Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,Pierre-de-Coubertin / Langelier,Mercier - Hochelaga-Maisonneuve,45.580315,-73.535314,1653344480018,1653346853866
Émile-Duployé / Sherbrooke,Le Plateau-Mont-Royal,45.527201,-73.564729,Berri / Rachel,Le Plateau-Mont-Royal,45.522719,-73.577204,1653344481303,1653344863665
St-Dominique / Napoléon,Le Plateau-Mont-Royal,45.5166644,-73.5772204,Gilford / St-Denis,Le Plateau-Mont-Royal,45.5251147,-73.586006,1653344482070,1653344864597
Gloria / Dollard,LaSalle,45.429711,-73.6338834,Lapierre / Serge,LaSalle,45.4385441,-73.6202163,1653344477174,1653345192107
Marquette / du Mont-Royal,Le Plateau-Mont-Royal,45.53229,-73.57544,Marquette / Rachel,Le Plateau-Mont-Royal,45.529802,-73.57029,1653344482547,1653344701861
du Parc-La Fontaine / Duluth,Le Plateau-Mont-Royal,45.524518,-73.571977,Drolet / Marie-Anne,Le Plateau-Mont-Royal,45.5224026,-73.5811767,1653344487260,1653345294699
Messier / du Mont-Royal,Le Plateau-Mont-Royal,45.537114,-73.571003,Messier / du Mont-Royal,Le Plateau-Mont-Royal,45.537114,-73.571003,1653344487415,1653345768330
Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,Waverly / St-Viateur,Le Plateau-Mont-Royal,45.523856,-73.600127,1653344487977,1653345576531
Parc Olympique (Pie-IX / Sherbrooke),Mercier - Hochelaga-Maisonneuve,45.5548245,-73.5537028,Marie-Anne / de la Roche,Le Plateau-Mont-Royal,45.527758,-73.576185,1653344485037,1653345529972
de la Gauchetière / Robert-Bourassa,Ville-Marie,45.500606,-73.565448,Young / Wellington,Le Sud-Ouest,45.492825,-73.557978,1653344495237,1653344735455
Jean Langlois / Fullum,Ville-Marie,45.5265,-73.545753,Ste-Catherine / Labelle,Ville-Marie,45.515065,-73.55923,1653344497629,1653345623334
Milton / du Parc,Le Plateau-Mont-Royal,45.509361,-73.573864,Milton / Clark,Le Plateau-Mont-Royal,45.512541,-73.570677,1653344494836,1653344595731
Molson / Beaubien,Rosemont - La Petite-Patrie,45.549686,-73.591155,Louis-Hébert / Beaubien,Rosemont - La Petite-Patrie,45.548186,-73.59201,1653344495282,1653344689169
Gare d'autocars de Montréal (Berri / Ontario),Ville-Marie,45.516897,-73.563949,du President-Kennedy / Union,Ville-Marie,45.505011,-73.572028,1653344493433,1653344868813
2e avenue / Jean-Rivard,Villeray - Saint-Michel - Parc-Extension,45.562509,-73.61656,Lajeunesse / Villeray,Villeray - Saint-Michel - Parc-Extension,45.542119,-73.622547,1653344499378,1653345395380
Métro Papineau (Cartier / Ste-Catherine),Ville-Marie,45.52353,-73.55199,St-Dominique / Rachel,Le Plateau-Mont-Royal,45.518593,-73.581566,1653344504187,1653346474229
Métro Pie-IX (Pierre-de-Coubertin / de la Salle),Mercier - Hochelaga-Maisonneuve,45.5552411,-73.5508221,Marché Maisonneuve,Mercier - Hochelaga-Maisonneuve,45.553219,-73.539782,1653344504040,1653344883217
de Kent / de la Côte-des-Neiges,Côte-des-Neiges - Notre-Dame-de-Grâce,45.501449,-73.633051,Jean-Brillant / de la Côte-des-Neiges,Côte-des-Neiges - Notre-Dame-de-Grâce,45.495415,-73.622341,1653344505439,1653345392155
Parc riverain de Lachine (des Iroquois),Lachine,45.4305431,-73.6690244,Guy / Notre-Dame,Le Sud-Ouest,45.490042,-73.567111,1653344499551,1653347012361
Maguire / Henri-Julien,Le Plateau-Mont-Royal,45.527041,-73.593471,Marquette / du Mont-Royal,Le Plateau-Mont-Royal,45.53229,-73.57544,1653344507615,1653344940182
3e avenue / Holt,Rosemont - La Petite-Patrie,45.5480035,-73.5813899,de Bordeaux / Masson,Le Plateau-Mont-Royal,45.538984,-73.582445,1653344507106,1653344906132
16e avenue / Jean-Talon,Villeray - Saint-Michel - Parc-Extension,45.56244,-73.595333,Guizot / St-Laurent,Villeray - Saint-Michel - Parc-Extension,45.539663,-73.634475,1653344508001,1653345659964
Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,Waverly / St-Viateur,Le Plateau-Mont-Royal,45.523856,-73.600127,1653344507660,1653345572534
Messier / du Mont-Royal,Le Plateau-Mont-Royal,45.537114,-73.571003,de Bullion / du Mont-Royal,Le Plateau-Mont-Royal,45.521751,-73.585268,1653344510556,1653345814954
Earnscliffe / Queen-Mary,Côte-des-Neiges - Notre-Dame-de-Grâce,45.4818451,-73.6303738,Beaucourt / de la Côte-Ste-Catherine,Côte-des-Neiges - Notre-Dame-de-Grâce,45.491513,-73.633649,1653344510879,1653344867700
Parc Jeanne-Mance (du Mont-Royal / du Parc),Le Plateau-Mont-Royal,45.517,-73.589,Gilford / de Brébeuf,Le Plateau-Mont-Royal,45.530816,-73.581626,1653344514254,1653344980720
du Mont-Royal / Clark,Le Plateau-Mont-Royal,45.51941,-73.58685,Villeneuve / St-Laurent,Le Plateau-Mont-Royal,45.521342,-73.589419,1653344521489,1653344619200
Parc riverain de Lachine (des Iroquois),Lachine,45.4305431,-73.6690244,Guy / Notre-Dame,Le Sud-Ouest,45.490042,-73.567111,1653344509931,1653347038710
Marquette / du Mont-Royal,Le Plateau-Mont-Royal,45.53229,-73.57544,Marquette / Rachel,Le Plateau-Mont-Royal,45.529802,-73.57029,1653344514835,1653344706213
des Seigneurs / Notre-Dame,Le Sud-Ouest,45.487723,-73.569083,Métro Lasalle (de Rushbrooke / Caisse),Verdun,45.470696,-73.565422,1653344516565,1653345334557
des Seigneurs / Notre-Dame,Le Sud-Ouest,45.487723,-73.569083,Métro Lasalle (de Rushbrooke / Caisse),Verdun,45.470696,-73.565422,1653344518050,1653345333213
Calixa-Lavallée / Sherbrooke,Le Plateau-Mont-Royal,45.52479,-73.56545,Atateken / du Square Amherst,Ville-Marie,45.5206338,-73.563906,1653344518976,1653344713449
St-André / Robin,Ville-Marie,45.518128,-73.561851,St-Denis / René-Lévesque,Ville-Marie,45.512871,-73.558466,1653344522623,1653344750305
Beaubien / 8e avenue,Rosemont - La Petite-Patrie,45.553457,-73.587842,Métro Joliette  (Joliette / Hochelaga),Mercier - Hochelaga-Maisonneuve,45.546907,-73.551557,1653344520532,1653345281276
Parc Baldwin (Fullum / Sherbrooke),Le Plateau-Mont-Royal,45.5340705,-73.5626507,Émile-Duployé / Sherbrooke,Le Plateau-Mont-Royal,45.527201,-73.564729,1653344523882,1653344993008
Métro Papineau (Cartier / Ste-Catherine),Ville-Marie,45.52353,-73.55199,St-Dominique / Rachel,Le Plateau-Mont-Royal,45.518593,-73.581566,1653344524666,1653346479256
Métro Montmorency,Laval,45.558109,-73.719598,Parc St-Claude (7e avenue / 8e rue),Laval,45.562668,-73.692362,1653344517878,1653344962218
Métro Mont-Royal (Rivard / du Mont-Royal),Le Plateau-Mont-Royal,45.524673,-73.58255,Marie-Anne / de la Roche,Le Plateau-Mont-Royal,45.527758,-73.576185,1653344524406,1653344801070
de Kent / de la Côte-des-Neiges,Côte-des-Neiges - Notre-Dame-de-Grâce,45.501449,-73.633051,Jean-Brillant / de la Côte-des-Neiges,Côte-des-Neiges - Notre-Dame-de-Grâce,45.495415,-73.622341,1653344528984,1653345405720
Berri / Rachel,Le Plateau-Mont-Royal,45.522719,-73.577204,Hutchison / Prince-Arthur,Le Plateau-Mont-Royal,45.509759,-73.576107,1653344526186,1653345334607
Métro Monk (Allard / Beaulieu),Le Sud-Ouest,45.450851,-73.594027,Métro Verdun (Willibrord / de Verdun),Verdun,45.459488,-73.572092,1653344526066,1653345169119
Boyer / Beaubien,Rosemont - La Petite-Patrie,45.537041,-73.602026,de Lanaudière / Bélanger,Rosemont - La Petite-Patrie,45.543651,-73.60565,1653344526006,1653344998641
de la Côte St-Antoine / Royal,Côte-des-Neiges - Notre-Dame-de-Grâce,45.468927,-73.61987,de Maisonneuve / Greene,Westmount,45.486971,-73.589293,1653344532634,1653345993629
St-Hubert / Laurier,Le Plateau-Mont-Royal,45.52931,-73.588657,Kirkfield / de Chambois,Côte-des-Neiges - Notre-Dame-de-Grâce,45.5129332,-73.6338902,1653344530784,1653345476722
de Mentana / Laurier,Le Plateau-Mont-Royal,45.53045,-73.587638,Roy / St-Laurent,Le Plateau-Mont-Royal,45.515616,-73.575808,1653344530665,1653345542704
des Bassins / du Séminaire,Ville-Marie,45.490452,-73.560172,Lucien L'Allier / St-Jacques,Ville-Marie,45.493569,-73.568576,1653344532092,1653344864321
Milton / Clark,Le Plateau-Mont-Royal,45.512541,-73.570677,Clark / Prince-Arthur,Le Plateau-Mont-Royal,45.513303,-73.572961,1653344530807,1653344656138
St-Dominique / Laurier,Le Plateau-Mont-Royal,45.5236149,-73.5924574,Métro Laurier (Bibaud / Rivard),Le Plateau-Mont-Royal,45.5278391,-73.5895747,1653344531284,1653344765405
Rivard / Rachel,Le Plateau-Mont-Royal,45.522278,-73.577591,Calixa-Lavallée / Rachel,Le Plateau-Mont-Royal,45.527795,-73.571939,1653344536626,1653344775340
Marmier / St-Denis,Rosemont - La Petite-Patrie,45.530871,-73.598345,Drolet / Laurier,Le Plateau-Mont-Royal,45.526252,-73.589758,1653344535152,1653344746988
St-Charles / Thomas-Keefer,Le Sud-Ouest,45.477605,-73.573775,Place du Commerce,Verdun,45.46714,-73.54259,1653344527687,1653345308969
Marmier / St-Denis,Rosemont - La Petite-Patrie,45.530871,-73.598345,Notre-Dame / Jean-d'Estrées,Ville-Marie,45.4942598,-73.5638181,1653344537069,1653345853814
de St-Firmin / Fleury,Ahuntsic-Cartierville,45.570657,-73.651842,Fabre / St-Zotique,Rosemont - La Petite-Patrie,45.543452,-73.60101,1653344534883,1653346000965
Place Rodolphe-Rousseau (Gohier / Édouard-Laurin),Saint-Laurent,45.5129939,-73.6824985,Parc Chamberland (Dorais / de l'Église),Saint-Laurent,45.502989,-73.689113,1653344531280,1653344955351
Atwater / Greene,Le Sud-Ouest,45.480495,-73.577827,de la Côte St-Antoine / Argyle,Westmount,45.486241,-73.5957277,1653344538655,1653346925675
2e avenue / Wellington,Verdun,45.457893,-73.567528,Shearer / Centre,Le Sud-Ouest,45.483006,-73.562187,1653344541612,1653345572616
St-Mathieu / Sherbrooke,Ville-Marie,45.495789,-73.582596,St-Mathieu / Sherbrooke,Ville-Marie,45.495789,-73.582596,1653344540524,1653345687009
Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,Waverly / St-Viateur,Le Plateau-Mont-Royal,45.523856,-73.600127,1653344546913,1653345568392
Alexandre-DeSève / Ste-Catherine,Ville-Marie,45.52123,-73.553861,du Havre / de Rouen,Ville-Marie,45.534563,-73.554787,1653344547769,1653345226972
Bélanger / St-Denis,Rosemont - La Petite-Patrie,45.53696,-73.61199,de Gaspé / Beaubien,Rosemont - La Petite-Patrie,45.5319579,-73.607001,1653344544486,1653344817952
Métro Crémazie (Crémazie / Lajeunesse),Ahuntsic-Cartierville,45.546408,-73.638428,Complexe sportif Claude-Robillard,Ahuntsic-Cartierville,45.553262,-73.638615,1653344544679,1653344744952
Joseph-Manseau / René-Lévesque,Ville-Marie,45.491687,-73.576767,William / Robert-Bourassa,Le Sud-Ouest,45.497165,-73.55933,1653344548758,1653345156138
Métro Pie-IX (Pierre-de-Coubertin / de la Salle),Mercier - Hochelaga-Maisonneuve,45.5552411,-73.5508221,Marché Maisonneuve,Mercier - Hochelaga-Maisonneuve,45.553219,-73.539782,1653344546319,1653344874218
City Councillors / du President-Kennedy,Ville-Marie,45.506251,-73.571391,Drummond / Ste-Catherine,Ville-Marie,45.498639,-73.574227,1653344547212,1653344895241
Lajeunesse / de Liège,Villeray - Saint-Michel - Parc-Extension,45.5455805,-73.6349,Lajeunesse / de Liège,Villeray - Saint-Michel - Parc-Extension,45.5455805,-73.6349,1653344548079,1653344555386
de Monkland / Girouard,Côte-des-Neiges - Notre-Dame-de-Grâce,45.477107,-73.621438,Parc de la Confédération (Fielding / West Hill),Côte-des-Neiges - Notre-Dame-de-Grâce,45.471882,-73.6400217,1653344548808,1653345018445
Métro de l'Église (Ross / de l'Église),Verdun,45.462726,-73.565959,Gordon / Wellington,Verdun,45.461078,-73.567307,1653344550901,1653344620573
Métro Parc  (Hutchison / Ogilvy),Villeray - Saint-Michel - Parc-Extension,45.5303513,-73.6243924,St-Zotique / Clark,Rosemont - La Petite-Patrie,45.531401,-73.612674,1653344558578,1653344891347
St-Dominique / Laurier,Le Plateau-Mont-Royal,45.5236149,-73.5924574,Métro Laurier (Bibaud / Rivard),Le Plateau-Mont-Royal,45.5278391,-73.5895747,1653344560823,1653344766940
Parc Olympique (Pie-IX / Sherbrooke),Mercier - Hochelaga-Maisonneuve,45.5548245,-73.5537028,Jeanne-d'Arc / Ontario,Mercier - Hochelaga-Maisonneuve,45.549598,-73.541874,1653344553048,1653344903716
Marquette / du Mont-Royal,Le Plateau-Mont-Royal,45.53229,-73.57544,Marquette / Rachel,Le Plateau-Mont-Royal,45.529802,-73.57029,1653344559198,1653344700263
Drolet / Laurier,Le Plateau-Mont-Royal,45.526252,-73.589758,Jeanne-Mance / St-Viateur,Le Plateau-Mont-Royal,45.523027,-73.60184,1653344564632,1653344974469
Ann / Wellington,Le Sud-Ouest,45.4945271,-73.5567525,St-Charles / Thomas-Keefer,Le Sud-Ouest,45.477605,-73.573775,1653344564271,1653346119045
Métro Villa-Maria (de Monkland / Décarie),Côte-des-Neiges - Notre-Dame-de-Grâce,45.4789684,-73.6195993,de Melrose / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.46982,-73.616961,1653344566580,1653344965386
Marquette / Villeray,Villeray - Saint-Michel - Parc-Extension,45.550684,-73.615293,Métro Jean-Talon (Berri / Jean-Talon),Villeray - Saint-Michel - Parc-Extension,45.5390004,-73.614251,1653344567480,1653344871054
Métro Villa-Maria (de Monkland / Décarie),Côte-des-Neiges - Notre-Dame-de-Grâce,45.4789684,-73.6195993,de Melrose / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.46982,-73.616961,1653344568300,1653344963051
Gare d'autocars de Montréal (Berri / Ontario),Ville-Marie,45.516897,-73.563949,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1653344563385,1653345358850
Georges-Vanier / Notre-Dame,Le Sud-Ouest,45.485048,-73.571963,Métro Lionel-Groulx (St-Jacques / Atwater),Le Sud-Ouest,45.4836285,-73.5797026,1653344572115,1653344775753
Durocher / Sherbrooke,Le Plateau-Mont-Royal,45.5070762,-73.5722852,Lincoln / du Fort,Ville-Marie,45.493034,-73.583836,1653344576118,1653345110147
Bishop / Ste-Catherine,Ville-Marie,45.496583,-73.576502,Sanguinet / de Maisonneuve,Ville-Marie,45.513405,-73.562594,1653344573814,1653345600134
Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance),Ville-Marie,45.5082046,-73.5688144,du Champ-de-Mars / Gosford,Ville-Marie,45.509655,-73.554009,1653344576561,1653344981198
Émile-Duployé / Sherbrooke,Le Plateau-Mont-Royal,45.527201,-73.564729,Calixa-Lavallée / Rachel,Le Plateau-Mont-Royal,45.527795,-73.571939,1653344577589,1653344782057
du Mont-Royal / Clark,Le Plateau-Mont-Royal,45.51941,-73.58685,St-Hubert / Duluth,Le Plateau-Mont-Royal,45.522426,-73.574184,1653344584423,1653345130776
